"","X.2","X.1","X","Month","Day","Year","Time","Location","Operator","Flight..","Route","Type","Registration","cn.In","Aboard","Fatalities","Ground","Summary","CrashStatus"
"7788",7788,2554,2555,8,12,1972,"","Venezuela","Finnair","","","Curtiss C-46A-40-CU","ET-ABQ","9950",1,10,0,NA,"N"
"7790",7790,2556,2557,8,16,1972,"14:30","Russia","Finnair","","Axum - Gondar","Douglas C-47","N275X","10588",6,9,0,NA,"N"
"7792",7792,2558,2559,8,28,1972,"","Bolivia","Finnair","","","Douglas C-54D-1-DC","EC-AQE","13729",109,2,0,NA,"N"
"7794",7794,2560,2561,8,1,1972,"10:20","Nepal","Finnair","","Training","Douglas DC-3","CCCP-75507","",174,29,0,NA,"N"
"7796",7796,2562,2563,9,10,1972,"","South Vietnam","Finnair","","Adler - Moscow","Aero Commander 680E","CCCP-86671","572",4,37,0,NA,"N"
"7798",7798,2564,2565,9,24,1972,"","Cambodia","Finnair","","Leningrad - Moscow","Fairchild-Hiller FH-227D/LCD","N1812H","2155",8,60,0,NA,"N"
"7800",7800,2566,2567,9,30,1972,"18:00","North AtlantiOcean","Finnair","","Anchorage, AK - Juneau, AK","NAMC YS-11A-202","F-OCRH","50",27,22,0,NA,"N"
"7802",7802,2568,2569,10,2,1972,"21:50","Chile","Finnair","","","Vickers Viscount 724","I-ATIR","",35,11,0,NA,"N"
"7804",7804,2570,2571,10,13,1972,"9:00","Greece","Finnair","696","Napoli - Bari","Boeing Vertol CH-47 (helicopter)","LZ-ILA","",76,2,0,NA,"N"
"7806",7806,2572,2573,10,16,1972,"","France","Finnair","","Burgas - Sofia","Beech G18S","JA8040","",155,6,0,NA,"N"
"7808",7808,2574,2575,10,23,1972,"","South Vietnam","Hawaiian Airlines","","Moscow - Tokyo","Beechcraft C-45H","EC-BZR","19845/809",12,3,0,NA,"N"
"7810",7810,2576,2577,10,30,1972,"","Kentucky","Hawaiian Airlines","","Tenerife - Munchen","Boeing 707-336C","64-0558","15281/26726",26,4,2,NA,"N"
"7812",7812,2578,2579,10,4,1972,"19:51","Minnesota","Hawaiian Airlines","","","Douglas C-47B-15-DK","AP-AUS","",61,2,0,NA,"N"
"7814",7814,2580,2581,11,28,1972,"6:45","Egypt","Hawaiian Airlines","","Gilgit - Rawalpindi","Cessna 320E","N9031U","23-094",133,14,0,NA,"N"
"7816",7816,2582,2583,11,3,1972,"","Canada","Hawaiian Airlines","","Washington - Chicago","Learjet 23","N8897E/N954N","3098",13,40,0,NA,"N"
"7818",7818,2584,2585,12,5,1972,"","Washington","Hawaiian Airlines","","Tampa - Chicago / Chicago - Madison","Lockheed AC-130A Hercules","F-OGFE","11011",176,5,0,NA,"N"
"7820",7820,2586,2587,12,8,1973,"14:28","Michigan","Hawaiian Airlines","","Guadeloupe - St. Maarten","Fokker F-28 Fellowship 1000","N310EA","45130/823",5,4,0,NA,"N"
"7822",7822,2588,2589,2,8,1972,"18:00","Laos","Hawaiian Airlines","","New York City - Miami","Douglas DC-7CF","CF-PWZ","158",44,176,0,NA,"N"
"7824",7824,2590,2591,12,20,1972,"","Norway","Hawaiian Airlines","","Toronto - Edmonton","Vickers 802 Viscount","CCCP-46276","20494/850",4,3,0,NA,"N"
"7826",7826,2592,2593,12,21,1972,"23:42","Puerto Rico","Hawaiian Airlines","","","Boeing B-707-3D3C","N7295E","45476/977",37,2,0,NA,"N"
"7828",7828,2594,2595,12,29,1972,"8:34","England","Hawaiian Airlines","","Knoxville, TN - Andrews, NC","Douglas DC-6A","SU-AOY","",100,5,0,NA,"N"
"7830",7830,2596,2597,12,2,1973,"1:00","Nigeria","Hawaiian Airlines","","Cairo - Nicosia","Cessna 180H","CCCP-85023","",28,110,0,NA,"N"
"7832",7832,2598,2599,1,22,1973,"13:00","Honduras","Hawaiian Airlines","","Moscow - Praha","Bell 206B","HP-560","20244/650",2,79,0,NA,"N"
"7834",7834,2600,2601,1,27,1973,"","Alaska","Hawaiian Airlines","","David - Changuinola","Boeing B-727-224","N3149L","189001804",32,15,0,NA,"N"
"7836",7836,2602,2603,1,29,1973,"10:06","Louisiana","Hawaiian Airlines","114","Mt. Empire, VT - Springfield, VT","Ilyushin IL-18","CCCP-87602","97305702",18,13,0,NA,"N"
"7838",7838,2604,2605,1,19,1973,"","Egypt","Hawaiian Airlines","","","Antonov An-24B","12","70",25,3,0,NA,"N"
"7840",7840,2606,2607,2,21,1973,"19:00","Russia","Hawaiian Airlines","","Warsaw - Goleniow","de Havilland Canada DHC-6 Twin Otter 100","LZ-BEM","228",182,4,0,NA,"N"
"7842",7842,2608,2609,2,22,1973,"","Poland","Hawaiian Airlines","","Sofia - Moscow","Sud Aviation SE-210 Caravelle","EC-BII/EC-BJC","20185",3,5,0,NA,"N"
"7844",7844,2610,2611,2,28,1973,"23:52","Indonesia","Hawaiian Airlines","","Palma de Mallorca - London","Fairchild C-123","VT-EAU","185-5189",62,108,0,NA,"N"
"7846",7846,2612,2613,2,28,1973,"12:45","Portugal","Hawaiian Airlines","","Training","Lockheed P-3B Orion","XV-NUI","745",17,15,0,NA,"N"
"7848",7848,2614,2615,2,3,1973,"13:50","Laos","Hawaiian Airlines","","Saigon - Ban Me","Vickers Vanguard 952","157332/N711NA"," / 185-5547",19,6,0,NA,"N"
"7850",7850,2616,2617,3,5,1973,"","Maine","Hawaiian Airlines","","","Lockheed P-3C Orion /Convair CV-990","YA-GAT","",4,2,0,NA,"N"
"7852",7852,2618,2619,3,15,1973,"","Switzerland","Hawaiian Airlines","","Bamiyan - Kabul","Beech E18S","N2985Q","",100,11,0,NA,"N"
"7854",7854,2620,2621,3,19,1973,"15:00","California","Hawaiian Airlines","","Concord, NH - Greenville, ME","Swearingen SA26T","CCCP-42411","10078",4,48,0,NA,"N"
"7856",7856,2622,2623,4,12,1973,"","Iowa","Hawaiian Airlines","","Moscow - Chita","Douglas C-47A","CF-QBB","20486/279",23,6,0,NA,"N"
"7858",7858,2624,2625,4,18,1973,"18:00","Alaska","Hawaiian Airlines","","","Boeing B-737-2A8","PP-PDX","2-Jan",4,27,3,NA,"N"
"7860",7860,2626,2627,4,11,1973,"","Cambodia","Hawaiian Airlines","","Belem - Sao Luis","Tupolev TU-144","PP-VLJ","47100/153",84,123,0,NA,"N"
"7862",7862,2628,2629,5,18,1973,"","India","Hawaiian Airlines","","","McDonnell Douglas DC-9-15","CCCP-65668","19106/683",79,38,0,NA,"N"
"7864",7864,2630,2631,5,29,1973,"","France","Hawaiian Airlines","","Amman, Jordan - Beiruit, Lebanon - Yerevan, Armenia","Boeing B-707-345C","N417PA","513",5,89,0,NA,"N"
"7866",7866,2632,2633,5,1,1973,"","Mexico","Hawaiian Airlines","820","Auckland, NZ - Papeete, Tahiti - Honolulu - Los Angeles","Fairchild-Hiller FH-227B","N234JC","47075/166",5,119,5,NA,"N"
"7868",7868,2634,2635,6,9,1973,"","France","Hawaiian Airlines","809","Honolulu - Lihue","McDonnell Douglas DC-9-31","N70295","21504",85,10,0,NA,"N"
"7870",7870,2636,2637,6,30,1973,"22:07","Missouri","Hawaiian Airlines","723","Ketchikan, AK - Metlakatla, AK","Tupolev TU-104B","EC-BIC","211",64,16,0,NA,"N"
"7872",7872,2638,2639,7,22,1973,"7:08","Massachusett","Hawaiian Airlines","964","Madrid - La Coruna","Norman BN-2A-6","CCCP-46435","4105",42,24,0,NA,"N"
"7874",7874,2640,2641,7,24,1973,"20:00","Russia","Hawaiian Airlines","","","Douglas DC-3","HK-777","6008",149,4,0,NA,"N"
"7876",7876,2642,2643,7,4,1973,"11:40","Haiti","Hawaiian Airlines","","Bogota - Cartagena","Lockheed C-141A","N8705T","",6,4,0,NA,"N"
"7878",7878,2644,2645,10,13,1973,"","Colombia","Hawaiian Airlines","","Honolulu - Los Angeles","Piper PA-30 / Cessna 337A","N802WA","",41,6,0,NA,"N"
"7880",7880,2646,2647,8,18,1973,"12:45","Spain","Hawaiian Airlines","","Travis AFB - Clark AFB - Yokota AFB, Japan","Cessna 310H","YU-AHD","BA-176",2,3,0,NA,"N"
"7882",7882,2648,2649,8,27,1973,"20:50","Indiana","Hawaiian Airlines","","Skopje - Titograd","Beechcraft E18S","N3015C","",11,9,0,NA,"N"
"7884",7884,2650,2651,8,28,1973,"4:42","Kentucky","Hawaiian Airlines","-","Bakersfield, CA - Long Beach, CA","Gates Lear 25","N94230","20182",108,10,0,NA,"N"
"7886",7886,2652,2653,9,8,1973,"","Louisiana","Hawaiian Airlines","","Memphis - El Dorado - Texarkana - Dallas","Douglas DC-3A","CCCP-42506","9346502",8,8,0,NA,"N"
"7888",7888,2654,2655,9,11,1973,"2:00","Nebraska","Hawaiian Airlines","","","Antonov AN-12V","PT-DVN","2068",4,2,0,NA,"N"
"7890",7890,2656,2657,9,24,1973,"19:52","Brazil","Hawaiian Airlines","","","NAMC YS-11A-211","N37JA","",16,1,0,NA,"N"
"7892",7892,2658,2659,9,27,1973,"20:40","Russia","Hawaiian Airlines","","","Cessna 401A","HK- 718","46700/14",3,27,0,NA,"N"
"7894",7894,2660,2661,9,30,1973,"","Brazil","Hawaiian Airlines","","Arauca - Cucuta","McDonnell Douglas DC-10-10","N458PA","14910/26355",72,8,0,NA,"N"
"7896",7896,2662,2663,10,4,1973,"","California","Hawaiian Airlines","27","New York City - Prestwick","Douglas DC-3","CCCP-42503","NA741/25213",10,51,0,NA,"N"
"7898",7898,2664,2665,10,29,1973,"","New Mexico","Hawaiian Airlines","","","de Havilland DH-125-400A","131615","3351406",177,2,0,NA,"N"
"7900",7900,2666,2667,10,2,1973,"9:39","Vietnam","Hawaiian Airlines","","Elmendorf AFB - Adak","Tupolev TU-124","N407PA","",9,20,0,NA,"N"
"7902",7902,2668,2669,11,3,1973,"","Canada","Hawaiian Airlines","","Rome - Beirut","Cessna 310L","TAM-47","",106,17,0,NA,"N"
"7904",7904,2670,2671,11,7,1973,"","Lithuania","Hawaiian Airlines","","US - La Paz","Boeing Vertol CH-47 (helilcopter)","OO-SRD","350202",25,38,0,NA,"N"
"7906",7906,2672,2673,12,11,1973,"13:00","Kansas","Hawaiian Airlines","","Paris - Tanger","Tupolev TU-124","ZS-DAK","11015",4,12,0,NA,"N"
"7908",7908,2674,2675,12,17,1973,"","South Vietnam","Hawaiian Airlines","","","Fokker F-28 Fellowship 1000","CP-990","U-125",24,31,0,NA,"N"
"7910",7910,2676,2677,12,21,1973,"22:10","USSR","Hawaiian Airlines","","San Borja - La Paz","Beechcraft 99A","CCCP-46357","1704",24,14,0,NA,"N"
"7912",7912,2678,2679,12,22,1973,"","Italy","Hawaiian Airlines","","","Hawker Siddeley HS 748-260","TAM-52","1905",4,2,0,NA,"N"
"7914",7914,2680,2681,12,28,1974,"","Pennsylvania","Hawaiian Airlines","","Santa Rose - La Paz","Douglas DC-3A","CCCP-46277","",73,3,0,NA,"N"
"7916",7916,2682,2683,1,6,1974,"","Colombia","Hawaiian Airlines","","","Cessna 172L","TC-JAO","",4,96,0,NA,"N"
"7918",7918,2684,2685,1,6,1974,"","Colombia","Hawaiian Airlines","","Izmir - Istanbul","Beechcraft J-35","N5290S","19376/661",298,35,0,NA,"N"
"7920",7920,2686,2687,1,10,1974,"","Washington","Hawaiian Airlines","","Thief River, MN - Owatonna, MN","Boeing B-707-321B","N732PA","",2,1,0,NA,"N"
"7922",7922,2688,2689,1,25,1974,"7:30","New Mexico","Hawaiian Airlines","806","San Francisco, CA - Honolulu, HI - Agana, Guam","Transall C-160D","N864JA","",7,10,0,NA,"N"
"7924",7924,2690,2691,1,26,1974,"7:50","American Samoa","Hawaiian Airlines","","St. Croix, VI - St. Thomas, VI","MDonnell Dougals DC-9","CP-1052","4393",346,18,0,NA,"N"
"7926",7926,2692,2693,1,28,1974,"21:30","Crete","Hawaiian Airlines","523","","Lockheed C-130E Hercules","TC-JAV","",4,36,0,NA,"N"
"7928",7928,2694,2695,1,2,1974,"19:31","Maryland","Hawaiian Airlines","","Paris - London","Antonov An-24","N8118Q","138",96,78,0,NA,"N"
"7930",7930,2696,2697,2,10,1974,"","Iran","Hawaiian Airlines","","Carson City, NV - San Jose, CA","Convair CV-440","OY-STK","27242",11,107,0,NA,"N"
"7932",7932,2698,2699,2,23,1974,"11:41","Vietnam","Hawaiian Airlines","802","Tehran - Kobenhavn","Douglas DC-4","N28358","19268/544",115,118,0,NA,"N"
"7934",7934,2700,2701,2,3,1974,"21:42","California","Hawaiian Airlines","","Keahole, HI - Kahului, HI","Boeing B-707-321C","CCCP-75405","184007703",12,22,0,NA,"N"
"7936",7936,2702,2703,3,11,1974,"8:07","Botswana","Hawaiian Airlines","812","","Ilyushin IL-18B","N853SA","",3,3,0,NA,"N"
"7938",7938,2704,2705,3,15,1974,"9:41","Indonesia","Hawaiian Airlines","","Galveston, TX - Houston, TX","Douglas C-47","TF-OAE","4225",29,2,0,NA,"N"
"7940",7940,2706,2707,4,11,1974,"","Russia","Hawaiian Airlines","","Nice - Nurnberg","Lockheed L-100-30 Hercules","CCCP-87579","13078",44,19,0,NA,"N"
"7942",7942,2708,2709,4,24,1974,"13:47","Ecuador","Hawaiian Airlines","","","Bristol 170 Freighter 31E","HK-1058","1999",5,3,0,NA,"N"
"7944",7944,2710,2711,4,30,1974,"22:22","Illinois","Hawaiian Airlines","","Bucaramanga - Cucuta","Boeing 307B-1 Stratoliner","N8679","10507",5,5,0,NA,"N"
"7946",7946,2712,2713,5,6,1974,"","Canada","Hawaiian Airlines","1999","Umiat, AK - Local","Douglas DC-4","ST-4","11850",9,47,0,NA,"N"
"7948",7948,2714,2715,5,23,1974,"17:30","Khmer Republic","Hawaiian Airlines","","Phnom Penh - Siagon","Douglas DC-3","115461","181003304",27,4,0,NA,"N"
"7950",7950,2716,2717,5,8,1974,"13:00","Colombia","Hawaiian Airlines","","Beirut, Lebanon  - Damascas, Syria","Ilyushin IL-18B","HK-508","",49,7,0,NA,"N"
"7952",7952,2718,2719,6,30,1974,"","Canada","Hawaiian Airlines","","Tumaco - Bogota","de Havilland DHC-2","YV-C-AMX","300-6126",31,35,0,NA,"N"
"7954",7954,2720,2721,7,27,1974,"","Upper Volta","Hawaiian Airlines","","Cumana - Porlamar","Lockheed C-141A","9T-TCD","10422",88,70,0,NA,"N"
"7956",7956,2722,2723,8,9,1974,"14:50","Alaska","Hawaiian Airlines","","","Fokker F-27 Friendship 600","N8734","47400/443",75,5,0,NA,"N"
"7958",7958,2724,2725,8,12,1974,"","Bolivia","Hawaiian Airlines","","Tel Aviv - Athens - Rome - New York","McDonnell Douglas DC-9-31","XV-NJC","",2,6,0,NA,"N"
"7960",7960,2726,2727,8,14,1974,"","Indonesia","Hawaiian Airlines","212","Da Nang - Saigon","Piper PA-32","N70026","",2,3,0,NA,"N"
"7962",7962,2728,2729,8,18,1974,"9:40","North Carolina","Hawaiian Airlines","","Fairbanks, AK - Dietrich, AK","Volpar 18","N864JA","",6,6,0,NA,"N"
"7964",7964,2730,2731,9,8,1974,"11:00","California","Hawaiian Airlines","","Saint Croix - Saint Thomas","Bell 205A","SU-AXB","4106",8,1,0,NA,"N"
"7966",7966,2732,2733,9,15,1974,"9:55","Alaska","Hawaiian Airlines","","Training","Lockheed WC-130H Hercules","N129WA","15551/26996",2,2,0,NA,"N"
"7968",7968,2734,2735,9,22,1974,"19:30","Alaska","Hawaiian Airlines","","Kassan, AK - Coffman Cove, AK","Douglas DC-3","N20673","",3,3,0,NA,"N"
"7970",7970,2736,2737,10,2,1974,"","Formosa Strait","Hawaiian Airlines","","Kingman, AZ - Deming, NM","Piper PA-31","N2HN","",4,2,0,NA,"N"
"7972",7972,2738,2739,10,10,1974,"8:50","Philippines","Hawaiian Airlines","","Indianapolis, IN - Chicago, Il","Piper PA-18","N102AK","",34,3,0,NA,"N"
"7974",7974,2740,2741,10,17,1974,"18:25","Oklahoma","Hawaiian Airlines","","Fairbanks - Bettles","Beechcraft 95-B55","C-FPAB","154",4,1,0,NA,"N"
"7976",7976,2742,2743,10,22,1974,"6:35","Alaska","Hawaiian Airlines","","","Britten-Norman BN-2A Islander","N97702Z","25452/14007",24,59,0,NA,"N"
"7978",7978,2744,2745,10,24,1975,"23:36","Colorado","Hawaiian Airlines","","Juneau, AK - Tenakee, AK","Douglas C-47A-30","ET-AAR","19747/29",4,3,0,NA,"N"
"7980",7980,2746,2747,11,27,1974,"2:30","Denmark","Southeast Sky - Air Taxi","","Soddu - Beica","Boeing B-747-130","EC-CGG","20296",92,191,0,NA,"N"
"7982",7982,2748,2749,10,30,1974,"13:00","Philippines","Ethiopian Airlines","540","","Boeing B-727-251","N54328","45818/242",5,54,0,NA,"N"
"7984",7984,2750,2751,11,15,1974,"","Kenya","Alpa Servicios Aéreos","6231","Columbus - Washington D.C.","McDonnell Douglas DC-8-55F","N1583V","",7,77,0,NA,"N"
"7986",7986,2752,2753,11,20,1974,"","New York","Hawaiian Airlines","","Old Harbor, AK - Kodiac, AK","Boeing Vertol CH-47 (helicopter)","CCCP-87630","47056/89",6,33,0,NA,"N"
"7988",7988,2754,2755,11,22,1974,"11:10","Sri Lanka","Japan Airlines","","","McDonnell Douglas DC-9-14","N66HA","27307606",61,9,0,NA,"N"
"7990",7990,2756,2757,12,1,1974,"","South Vietnam","Japan Airlines","358","Riverton Heights, WA - Oak Harbor, OR","Antonov AN-24RV","CCCP-45037","20074",4,12,0,NA,"N"
"7992",7992,2758,2759,12,11,1974,"","Venezuela","Japan Airlines","","","Fairchild C-123K","N71972","140",21,14,0,NA,"N"
"7994",7994,2760,2761,12,14,1974,"18:05","Romania","Japan Airlines","","Richland, WA  - Seattle, WA","de Havilland Canada DHC-6 Twin Otter 200","FAC-688","83",5,9,0,NA,"N"
"7996",7996,2762,2763,12,26,1974,"","Vietnam","Japan Airlines","","San Vicente del Caguan - Florencia","de Hav Can. DHC-6 Tw Otter 100/ Cessna","N1944","184007104",16,42,0,NA,"N"
"7998",7998,2764,2765,12,3,1975,"10:07","Argentina","Japan Airlines","261","Juneau, AK - Return","Ilyushin IL-18V","","11058",30,2,0,NA,"N"
"8000",8000,2766,2767,1,5,1975,"8:30","California","Japan Airlines","","","Fokker F-28 Fellowship 1000","HI-222","",16,32,0,NA,"N"
"8002",8002,2768,2769,1,8,1975,"17:00","Hunary","Japan Airlines","","Santo Domingo - Port-au-Prince","Piper PA-31","N15HC","1590",40,3,0,NA,"N"
"8004",8004,2770,2771,1,13,1975,"","Turkey","Japan Airlines","","Lawton, OK - Huntsville, TX","Hawker Siddeley HS-748 2","5063","43520/222",5,15,0,NA,"N"
"8006",8006,2772,2773,1,16,1975,"","Alaska","Japan Airlines","","","Douglas DC-6BF","HK-1972","110021",4,26,0,NA,"N"
"8008",8008,2774,2775,1,30,1975,"8:58","Philippines","Japan Airlines","","Medellin, Colombia - Miami, Florida","Embraer 110C Bandeirante","N2061C","10701",55,5,0,NA,"N"
"8010",8010,2776,2777,2,1,1975,"","Alaska","Japan Airlines","","Moline, IL - Racine IL","Douglas DC-4","TC-72","85",16,155,0,NA,"N"
"8012",8012,2778,2779,2,9,1975,"22:12","Brazil","Japan Airlines","","El Palomar AB - San Carlos de Bariloche","de Havilland Canada DHC-6 Twin Otter 100","64-0641","21",3,2,0,NA,"N"
"8014",8014,2780,2781,2,22,1975,"16:18","South Vietnam","Japan Airlines","","Clark AFB - Japan","Lockheed C-5A Galaxy","N7634Q","",6,2,0,NA,"N"
"8016",8016,2782,2783,2,5,1975,"13:40","Sudan","Japan Airlines","","Fresno, CA - Santa Barbara, CA","Bell 206","FAC- 663","12807",6,23,0,NA,"N"
"8018",8018,2784,2785,3,16,1975,"23:00","Vietnam","Japan Airlines","","Ocana - Cucuta","Bristol 170 Freighter 21E","N5067Y","",64,1,0,NA,"N"
"8020",8020,2786,2787,3,20,1975,"13:42","Alaska","Japan Airlines","","Savoonga, AK - Gambell, AK","Sikorsky CH-53C (helicopter)","RP-C1184","1625",124,2,0,NA,"N"
"8022",8022,2788,2789,4,22,1975,"","Australia","Japan Airlines","","Legaspi - Manilla","Hawker Siddeley HS-748-235 Srs. 2A","N8845E","",3,8,0,NA,"N"
"8024",8024,2790,2791,4,3,1975,"17:45","Thailand","Japan Airlines","","New Orleans - New York City","Beechcraft E18S","HK-1309","U- 61",10,2,0,NA,"N"
"8026",8026,2792,2793,5,12,1975,"","Brazil","Japan Airlines","","Cucuta - Tame","Beechcraft 99","FAC-970","1087",2,4,0,NA,"N"
"8028",8028,2794,2795,5,3,1975,"16:05","Ohio","Japan Airlines","","","Lockheed L-188AF Electra","N6817L","",41,6,0,NA,"N"
"8030",8030,2796,2797,6,24,1975,"19:30","France","Japan Airlines","","Homer, AK - Local","Bell 206B","CCCP-87475","3161",76,188,0,NA,"N"
"8032",8032,2798,2799,6,30,1975,"","Colombia","Japan Airlines","","","Lockheed C-130A Hercules","B-2029","18767/376",20,0,0,NA,"N"
"8034",8034,2800,2801,7,3,1975,"","California","Japan Airlines","","Hualien - Taipei","Boeing B-707-321C","412","19798/608",28,126,0,NA,"N"
"8036",8036,2802,2803,7,10,1975,"","Michigan","Japan Airlines","","Veracruz - Managua","Boeing B-727-224","CCCP-87323","31502",4,20,0,NA,"N"
"8038",8038,2804,2805,7,15,1975,"","Morocco","Japan Airlines","426","","Ilyushin IL-62","N44323","",32,26,0,NA,"N"
"8040",8040,2806,2807,7,31,1975,"19:30","Colorado","Japan Airlines","542","Monticello, NY - Portsmoutn, OH","Douglas C-47","N4904","9350702",9,25,0,NA,"N"
"8042",8042,2808,2809,8,3,1975,"","Syria","Japan Airlines","","Nome - Gambell","Tupolev TU-134","ET-ABX","11039",60,7,0,NA,"N"
"8044",8044,2810,2811,8,15,1975,"20:42","El Salvador","Japan Airlines","","Bahar Dar - Debra Marcos","Fokker F-28 Fellowship 1000","HA-LCI","142",4,11,0,NA,"N"
"8046",8046,2812,2813,8,25,1975,"13:57","East Germany","Japan Airlines","150","Budapest - Beirut, Lebanon","de Havilland Canada DHC-6 Twin Otter 200","HK-1272","14067",2,67,0,NA,"N"
"8048",8048,2814,2815,8,30,1975,"","Indonesia","Japan Airlines","","Bogota - Barranquilla","de Havilland DH114 Heron 2E","N1495X","328",120,9,0,NA,"N"
"8050",8050,2816,2817,9,11,1975,"","Canada","Japan Airlines","","Las Vegas, NV - So. Lake Tahoe, CA","Convair CV-440-12","YU-AJO","",4,15,0,NA,"N"
"8052",8052,2818,2819,9,30,1975,"","Australia","Japan Airlines","","Tivat - Praha","Bell 212","N4QA","6142",19,6,0,NA,"N"
"8054",8054,2820,2821,9,30,1975,"11:30","Bolivia","Japan Airlines","","Latrobe, PA - State College, PA","Douglas DC-3","CCCP-46349","9431736",48,20,0,NA,"N"
"8056",8056,2822,2823,10,26,1975,"9:20","Gulf of Mexico","Japan Airlines","","","Yakovlev 40","LZ-ANA","",6,2,0,NA,"N"
"8058",8058,2824,2825,10,30,1975,"19:25","Guatemala","Japan Airlines","","Sofia - Varna","Lockheed C-130 Hercules","N6645Y","",9,9,0,NA,"N"
"8060",8060,2826,2827,11,7,1975,"","Near Novgorod (Russia","Japan Airlines","","","Cessna 402","RP-C2136","",82,61,0,NA,"N"
"8062",8062,2828,2829,11,20,1975,"","Egypt","Japan Airlines","","","Mitsubishi MU-2B","OD-AFT","3351001",6,4,0,NA,"N"
"8064",8064,2830,2831,11,22,1975,"","Nevada","Japan Airlines","","Beirut - Dubai","Tupolev TU-124","N651LJ","",7,13,0,NA,"N"
"8066",8066,2832,2833,11,29,1975,"","Colorado","Japan Airlines","","Anchorage, AK - Deadhorse, AK","Piper PA-23","RP-C2135","10280",3,7,0,NA,"N"
"8068",8068,2834,2835,11,21,1975,"5:30","Russia","Japan Airlines","","","Douglas C-54A","N7385V","4682",42,40,0,NA,"N"
"8070",8070,2836,2837,12,1,1976,"17:58","New Mexico","Japan Airlines","","Butte, MT - Kooskia, ID","Douglas C-47","FAE-683","",11,6,0,NA,"N"
"8072",8072,2838,2839,1,3,1976,"","Colombia","Japan Airlines","","Loja - Guayaquil","Antonov AN-24","PT-TBD","184007505",2,3,0,NA,"N"
"8074",8074,2840,2841,1,8,1976,"14:24","Bolivia","Japan Airlines","","","Ilyushin IL-18V","N3329G","43519/221",7,3,0,NA,"N"
"8076",8076,2842,2843,1,15,1976,"7:15","China","Japan Airlines","","Lafayette, LA - Patterson, LA","Douglas DC-6A","60-0368","",6,24,0,NA,"N"
"8078",8078,2844,2845,1,20,1976,"","Kyrgyzstan","Japan Airlines","","Mildenhall, England - Torrejon AFB","Hughes 369HS","N901MA","66600201",11,6,0,NA,"N"
"8080",8080,2846,2847,1,22,1976,"5:42","Colombia","Japan Airlines","","Burbank - Ontario","Tupolev TU-104A","N4772C","14803061",22,120,0,NA,"N"
"8082",8082,2848,2849,1,3,1976,"","Alaska","Japan Airlines","","St. Thomas, VI - St. Croix, VI","Ilyushin II-14P","TAM-76","186009201",4,2,0,NA,"N"
"8084",8084,2850,2851,2,6,1976,"10:44","Russia","Japan Airlines","","Camiri - Itaguasurenda","Ilyushin IL-18D","N91142","",5,5,0,NA,"N"
